REGION,TECHNOLOGY,FUEL,YEAR,VALUE
"REGION1","SEHYDSPH2","SEE1",2017,1.31643573384174
"REGION1","SEHYDSPH2","SEE1",2018,1.31643573384174
"REGION1","SEHYDSPH2","SEE1",2019,1.31643573384174
"REGION1","SEHYDSPH2","SEE1",2020,1.31643573384174
"REGION1","SEHYDSPH2","SEE1",2021,1.31643573384174
"REGION1","SEHYDSPH2","SEE1",2022,1.31643573384174
"REGION1","SEHYDSPH2","SEE1",2023,1.31643573384174
"REGION1","SEHYDSPH2","SEE1",2024,1.31643573384174
"REGION1","SEHYDSPH2","SEE1",2025,1.31643573384174
"REGION1","SEHYDSPH2","SEE1",2026,1.31643573384174
"REGION1","SEHYDSPH2","SEE1",2027,1.31643573384174
"REGION1","SEHYDSPH2","SEE1",2028,1.31643573384174
"REGION1","SEHYDSPH2","SEE1",2029,1.31643573384174
"REGION1","SEHYDSPH2","SEE1",2030,1.31643573384174
"REGION1","SEHYDSPH2","SEE1",2031,1.31643573384174
"REGION1","SEHYDSPH2","SEE1",2032,1.31643573384174
"REGION1","SEHYDSPH2","SEE1",2033,1.31643573384174
"REGION1","SEHYDSPH2","SEE1",2034,1.31643573384174
"REGION1","SEHYDSPH2","SEE1",2035,1.31643573384174
"REGION1","SEHYDSPH2","SEE1",2036,0.778537261949414
"REGION1","SEHYDSPH2","SEE1",2037,0.778537261949414
"REGION1","SEHYDSPH2","SEE1",2038,0.778537261949414
"REGION1","SEHYDSPH2","SEE1",2039,0.778537261949414
"REGION1","SEHYDSPH2","SEE1",2040,0.778537261949414
"REGION1","SEHYDSPH2","SEE1",2041,0.778537261949414
"REGION1","SEHYDSPH2","SEE1",2042,0.778537261949414
"REGION1","SEHYDSPH2","SEE1",2043,0.778537261949414
"REGION1","SEHYDSPH2","SEE1",2044,0.778537261949414
"REGION1","SEHYDSPH2","SEE1",2045,0.778537261949414
"REGION1","SEHYDSPH2","SEE1",2046,0.778537261949414
"REGION1","SEHYDSPH2","SEE1",2047,0.778537261949414
"REGION1","SEHYDSPH2","SEE1",2048,0.778537261949414
"REGION1","SEHYDSPH2","SEE1",2049,0.778537261949414
"REGION1","SEHYDSPH2","SEE1",2050,0.778537261949414
"REGION1","SEHYDSPH2","SEE1",2051,0.778537261949414
"REGION1","SEHYDSPH2","SEE1",2052,0.778537261949414
"REGION1","SEHYDSPH2","SEE1",2053,0.778537261949414
"REGION1","SEHYDSPH2","SEE1",2054,0.778537261949414
"REGION1","SEHYDSPH2","SEE1",2055,0.778537261949414
"REGION1","SEHYDSPH2","SEE1",2056,0.778537261949414
"REGION1","SEHYDSPH2","SEE1",2057,0.778537261949414
"REGION1","SEHYDSPH2","SEE1",2058,0.778537261949414
"REGION1","SEHYDSPH2","SEE1",2059,0.778537261949414
"REGION1","SEHYDSPH2","SEE1",2060,0.778537261949414
"REGION1","SEHYDSPH3","SEE1",2015,4.14925368732831
"REGION1","SEHYDSPH3","SEE1",2016,4.14925368732831
"REGION1","SEHYDSPH3","SEE1",2017,4.14925368732831
"REGION1","SEHYDSPH3","SEE1",2018,4.14925368732831
"REGION1","SEHYDSPH3","SEE1",2019,4.14925368732831
"REGION1","SEHYDSPH3","SEE1",2020,4.14925368732831
"REGION1","SEHYDSPH3","SEE1",2021,4.14925368732831
"REGION1","SEHYDSPH3","SEE1",2022,4.14925368732831
"REGION1","SEHYDSPH3","SEE1",2023,4.14925368732831
"REGION1","SEHYDSPH3","SEE1",2024,4.14925368732831
"REGION1","SEHYDSPH3","SEE1",2025,4.14925368732831
"REGION1","SEHYDSPH3","SEE1",2026,4.14925368732831
"REGION1","SEHYDSPH3","SEE1",2027,4.14925368732831
"REGION1","SEHYDSPH3","SEE1",2028,4.14925368732831
"REGION1","SEHYDSPH3","SEE1",2029,4.14925368732831
"REGION1","SEHYDSPH3","SEE1",2030,4.14925368732831
"REGION1","SEHYDSPH3","SEE1",2031,4.14925368732831
"REGION1","SEHYDSPH3","SEE1",2032,4.14925368732831
"REGION1","SEHYDSPH3","SEE1",2033,4.14925368732831
"REGION1","SEHYDSPH3","SEE1",2034,4.14925368732831
"REGION1","SEHYDSPH3","SEE1",2035,4.14925368732831
"REGION1","SEHYDSPH3","SEE1",2036,4.14925368732831
"REGION1","SEHYDSPH3","SEE1",2037,4.14925368732831
"REGION1","SEHYDSPH3","SEE1",2038,4.14925368732831
"REGION1","SEHYDSPH3","SEE1",2039,4.14925368732831
"REGION1","SEHYDSPH3","SEE1",2040,4.14925368732831
"REGION1","SEHYDSPH3","SEE1",2041,4.14925368732831
"REGION1","SEHYDSPH3","SEE1",2042,4.14925368732831
"REGION1","SEHYDSPH3","SEE1",2043,4.14925368732831
"REGION1","SEHYDSPH3","SEE1",2044,4.14925368732831
"REGION1","SEHYDSPH3","SEE1",2045,4.14925368732831
"REGION1","SEHYDSPH3","SEE1",2046,4.14925368732831
"REGION1","SEHYDSPH3","SEE1",2047,4.14925368732831
"REGION1","SEHYDSPH3","SEE1",2048,4.14925368732831
"REGION1","SEHYDSPH3","SEE1",2049,4.14925368732831
"REGION1","SEHYDSPH3","SEE1",2050,4.14925368732831
"REGION1","SEHYDSPH3","SEE1",2051,4.14925368732831
"REGION1","SEHYDSPH3","SEE1",2052,4.14925368732831
"REGION1","SEHYDSPH3","SEE1",2053,4.14925368732831
"REGION1","SEHYDSPH3","SEE1",2054,4.14925368732831
"REGION1","SEHYDSPH3","SEE1",2055,4.14925368732831
"REGION1","SENG00I00","SENG",2015,4.8220704
"REGION1","SENG00I00","SENG",2016,4.8220704
"REGION1","SENG00I00","SENG",2017,4.8220704
"REGION1","SENG00I00","SENG",2018,4.8220704
"REGION1","SENG00I00","SENG",2019,4.8220704
"REGION1","SENG00I00","SENG",2020,4.8220704
"REGION1","SENG00I00","SENG",2021,4.8220704
"REGION1","SENG00I00","SENG",2022,4.8220704
"REGION1","SENG00I00","SENG",2023,4.8220704
"REGION1","SENG00I00","SENG",2024,4.8220704
"REGION1","SENG00I00","SENG",2025,14.4542304
"REGION1","SENG00I00","SENG",2026,14.4542304
"REGION1","SENG00I00","SENG",2027,14.4542304
"REGION1","SENG00I00","SENG",2028,14.4542304
"REGION1","SENG00I00","SENG",2029,14.4542304
"REGION1","SENG00I00","SENG",2030,14.4542304
"REGION1","SENG00I00","SENG",2031,22.39006
"REGION1","SENG00I00","SENG",2032,22.39006
"REGION1","SENG00I00","SENG",2033,22.39006
"REGION1","SENG00I00","SENG",2034,22.39006
"REGION1","SENG00I00","SENG",2035,22.39006
"REGION1","SENG00I00","SENG",2036,22.39006
"REGION1","SENG00I00","SENG",2037,22.39006
"REGION1","SENG00I00","SENG",2038,22.39006
"REGION1","SENG00I00","SENG",2039,22.3900599999999
"REGION1","SENG00I00","SENG",2040,22.39006
"REGION1","SENG00I00","SENG",2041,22.39006
"REGION1","SENG00I00","SENG",2042,22.39006
"REGION1","SENG00I00","SENG",2043,22.39006
"REGION1","SENG00I00","SENG",2044,22.39006
"REGION1","SENG00I00","SENG",2045,22.39006
"REGION1","SENG00I00","SENG",2046,22.39006
"REGION1","SENG00I00","SENG",2047,22.39006
"REGION1","SENG00I00","SENG",2048,22.39006
"REGION1","SENG00I00","SENG",2049,22.39006
"REGION1","SENG00I00","SENG",2050,22.39006
"REGION1","SENG00I00","SENG",2051,22.39006
"REGION1","SENG00I00","SENG",2052,22.39006
"REGION1","SENG00I00","SENG",2053,22.39006
"REGION1","SENG00I00","SENG",2054,22.39006
"REGION1","SENG00I00","SENG",2055,22.39006
"REGION1","SENG00I00","SENG",2056,22.39006
"REGION1","SENG00I00","SENG",2057,22.39006
"REGION1","SENG00I00","SENG",2058,22.39006
"REGION1","SENG00I00","SENG",2059,22.39006
"REGION1","SENG00I00","SENG",2060,22.3900600000001
"REGION1","SENUG2PH3","SEE1",2015,190.628850599881
"REGION1","SENUG2PH3","SEE1",2016,199.438857781079
"REGION1","SENUG2PH3","SEE1",2017,207.816433725118
"REGION1","SENUG2PH3","SEE1",2018,219.962232728631
"REGION1","SENUG2PH3","SEE1",2019,226.706085215339
"REGION1","SENUG2PH3","SEE1",2020,203.596495402602
"REGION1","SENUG2PH3","SEE1",2021,203.596495402602
"REGION1","SENUG2PH3","SEE1",2022,191.1839209617
"REGION1","SENUG2PH3","SEE1",2023,191.1839209617
"REGION1","SENUG2PH3","SEE1",2024,174.507677657968
"REGION1","SENUG2PH3","SEE1",2025,174.507677657968
"REGION1","SENUG2PH3","SEE1",2026,174.507677657968
"REGION1","SENUG2PH3","SEE1",2027,174.507677657968
"REGION1","SENUG2PH3","SEE1",2028,174.507677657968
"REGION1","SENUG2PH3","SEE1",2029,174.507677657968
"REGION1","SENUG2PH3","SEE1",2030,174.507677657968
"REGION1","SENUG2PH3","SEE1",2031,174.507677657968
"REGION1","SENUG2PH3","SEE1",2032,174.507677657968
"REGION1","SENUG2PH3","SEE1",2033,174.507677657968
"REGION1","SENUG2PH3","SEE1",2034,174.507677657968
"REGION1","SENUG2PH3","SEE1",2035,137.925903391081
"REGION1","SENUG2PH3","SEE1",2036,137.925903391081
"REGION1","SENUG2PH3","SEE1",2037,137.925903391081
"REGION1","SENUG2PH3","SEE1",2038,137.925903391081
"REGION1","SENUG2PH3","SEE1",2039,137.925903391081
"REGION1","SENUG2PH3","SEE1",2040,111.940229256672
"REGION1","SENUG2PH3","SEE1",2041,55.024034259365
"REGION1","SENUG2PH3","SEE1",2042,55.024034259365
"REGION1","SENUG2PH3","SEE1",2043,30.2745718070784
"REGION1","SENUG2PH3","SEE1",2044,30.2745718070784
"REGION1","SEOCWVPH1","SEE1",2015,0.06307202459808
"REGION1","SEOCWVPH1","SEE1",2016,0.0649641853360224
"REGION1","SEOCWVPH1","SEE1",2017,0.0668563460739648
"REGION1","SEOCWVPH1","SEE1",2018,0.0687485068119072
"REGION1","SEOCWVPH1","SEE1",2019,0.0706406675498496
"REGION1","SEOCWVPH1","SEE1",2020,0.072532828287792
"REGION1","SEOCWVPH1","SEE1",2021,0.074109628902744
"REGION1","SEOCWVPH1","SEE1",2022,0.075686429517696
"REGION1","SEOCWVPH1","SEE1",2023,0.077263230132648
"REGION1","SEOCWVPH1","SEE1",2024,0.0788400307476
"REGION1","SEOCWVPH1","SEE1",2025,0.080416831362552
"REGION1","SEOCWVPH1","SEE1",2026,0.081993631977504
"REGION1","SEOCWVPH1","SEE1",2027,0.083570432592456
"REGION1","SEOCWVPH1","SEE1",2028,0.085147233207408
"REGION1","SEOCWVPH1","SEE1",2029,0.08672403382236
"REGION1","SEOCWVPH1","SEE1",2030,0.088300834437312
"REGION1","SEOCWVPH1","SEE1",2031,0.0895622749292736
"REGION1","SEOCWVPH1","SEE1",2032,0.0908237154212352
"REGION1","SEOCWVPH1","SEE1",2033,0.0920851559131968
"REGION1","SEOCWVPH1","SEE1",2034,0.0933465964051584
"REGION1","SEOCWVPH1","SEE1",2035,0.09460803689712
"REGION1","SEOCWVPH1","SEE1",2036,0.0958694773890816
"REGION1","SEOCWVPH1","SEE1",2037,0.0971309178810432
"REGION1","SEOCWVPH1","SEE1",2038,0.0983923583730048
"REGION1","SEOCWVPH1","SEE1",2039,0.0996537988649664
"REGION1","SESODIFH1","SEE2",2015,0.00105889641132809
"REGION1","SESODIFH1","SEE2",2016,0.00105889641132809
"REGION1","SESODIFH1","SEE2",2017,0.00105889641132809
"REGION1","SESODIFH1","SEE2",2018,0.00105889641132809
"REGION1","SESODIFH1","SEE2",2019,0.00105889641132809
"REGION1","SESODIFH1","SEE2",2020,0.00105889641132809
"REGION1","SESODIFH1","SEE2",2021,0.00105889641132809
"REGION1","SESODIFH1","SEE2",2022,0.00105889641132809
"REGION1","SESODIFH1","SEE2",2023,0.00105889641132809
"REGION1","SESODIFH1","SEE2",2024,0.00105889641132809
"REGION1","SESODIFH1","SEE2",2025,0.00105889641132809
"REGION1","SESODIFH1","SEE2",2026,0.00103427091339023
"REGION1","SESODIFH1","SEE2",2027,0.00103427091339023
"REGION1","SESODIFH1","SEE2",2028,0.00103427091339023
"REGION1","SESODIFH1","SEE2",2029,0.00103427091339023
"REGION1","SESODIFH1","SEE2",2030,0.00103427091339023
"REGION1","SESODIFH1","SEE2",2031,0.00103427091339023
"REGION1","SESODIFH1","SEE2",2032,0.00103427091339023
"REGION1","SESODIFH1","SEE2",2033,0.000535604580148513
"REGION1","SESODIFH1","SEE2",2034,0.000535604580148513
"REGION1","SESODIFH1","SEE2",2035,0.000446337150123761
"REGION1","SESODIFH1","SEE2",2036,0.000292427788012119
"REGION1","SESOUTPH2","SEE1",2015,0.319072581445407
"REGION1","SESOUTPH2","SEE1",2016,0.319072581445407
"REGION1","SESOUTPH2","SEE1",2017,0.319072581445407
"REGION1","SESOUTPH2","SEE1",2018,0.319072581445407
"REGION1","SESOUTPH2","SEE1",2019,0.319072581445407
"REGION1","SESOUTPH2","SEE1",2020,0.319072581445407
"REGION1","SESOUTPH2","SEE1",2021,0.319072581445407
"REGION1","SESOUTPH2","SEE1",2022,0.319072581445407
"REGION1","SESOUTPH2","SEE1",2023,0.319072581445407
"REGION1","SESOUTPH2","SEE1",2024,0.319072581445407
"REGION1","SESOUTPH2","SEE1",2025,0.319072581445407
"REGION1","SESOUTPH2","SEE1",2026,0.319072581445407
"REGION1","SESOUTPH2","SEE1",2027,0.319072581445407
"REGION1","SESOUTPH2","SEE1",2028,0.319072581445407
"REGION1","SESOUTPH2","SEE1",2029,0.319072581445407
"REGION1","SESOUTPH2","SEE1",2030,0.319072581445407
"REGION1","SESOUTPH2","SEE1",2031,0.319072581445407
"REGION1","SESOUTPH2","SEE1",2032,0.300628083220308
"REGION1","SESOUTPH2","SEE1",2033,0.294970374986374
"REGION1","SESOUTPH2","SEE1",2034,0.291892187699141
"REGION1","SESOUTPH2","SEE1",2035,0.285825080556005
"REGION1","SESOUTPH2","SEE1",2036,0.282900802633134
"REGION1","SESOUTPH2","SEE1",2037,0.246254982978627
"REGION1","SESOUTPH2","SEE1",2038,0.187769424521203
"REGION1","SESOUTPH2","SEE1",2039,0.135440240638245
"REGION1","SEUR00I00","SEUR",2015,577.662605972819
"REGION1","SEUR00I00","SEUR",2016,604.359570734002
"REGION1","SEUR00I00","SEUR",2017,629.746139117224
"REGION1","SEUR00I00","SEUR",2018,666.551553837569
"REGION1","SEUR00I00","SEUR",2019,686.987450028041
"REGION1","SEUR00I00","SEUR",2020,616.958460018506
"REGION1","SEUR00I00","SEUR",2021,616.958460018506
"REGION1","SEUR00I00","SEUR",2022,579.34463569024
"REGION1","SEUR00I00","SEUR",2023,579.34463569024
"REGION1","SEUR00I00","SEUR",2024,528.81061560694
"REGION1","SEUR00I00","SEUR",2025,528.81061560694
"REGION1","SEUR00I00","SEUR",2026,528.81061560694
"REGION1","SEUR00I00","SEUR",2027,528.81061560694
"REGION1","SEUR00I00","SEUR",2028,528.81061560694
"REGION1","SEUR00I00","SEUR",2029,528.81061560694
"REGION1","SEUR00I00","SEUR",2030,528.81061560694
"REGION1","SEUR00I00","SEUR",2031,528.81061560694
"REGION1","SEUR00I00","SEUR",2032,528.81061560694
"REGION1","SEUR00I00","SEUR",2033,528.81061560694
"REGION1","SEUR00I00","SEUR",2034,528.81061560694
"REGION1","SEUR00I00","SEUR",2035,417.956865045994
"REGION1","SEUR00I00","SEUR",2036,417.956865045994
"REGION1","SEUR00I00","SEUR",2037,417.956865045994
"REGION1","SEUR00I00","SEUR",2038,417.956865045994
"REGION1","SEUR00I00","SEUR",2039,417.956865045994
"REGION1","SEUR00I00","SEUR",2040,339.212476716494
"REGION1","SEUR00I00","SEUR",2041,166.739331016154
"REGION1","SEUR00I00","SEUR",2042,166.739331016154
"REGION1","SEUR00I00","SEUR",2043,91.7410349469897
"REGION1","SEUR00I00","SEUR",2044,91.7410349469897
"REGION1","SEWIOFPH3","SEE1",2015,2.52310745185536
"REGION1","SEWIOFPH3","SEE1",2016,2.52310745185536
"REGION1","SEWIOFPH3","SEE1",2017,2.52310745185536
"REGION1","SEWIOFPH3","SEE1",2018,2.52310745185536
"REGION1","SEWIOFPH3","SEE1",2019,2.52310745185536
"REGION1","SEWIOFPH3","SEE1",2020,2.52310745185536
"REGION1","SEWIOFPH3","SEE1",2021,2.52310745185536
"REGION1","SEWIOFPH3","SEE1",2022,2.52310745185536
"REGION1","SEWIOFPH3","SEE1",2023,2.52310745185536
"REGION1","SEWIOFPH3","SEE1",2024,2.48268481572019
"REGION1","SEWIOFPH3","SEE1",2025,2.32834384138589
"REGION1","SEWIOFPH3","SEE1",2026,2.32834384138589
"REGION1","SEWIOFPH3","SEE1",2027,2.32834384138589
"REGION1","SEWIOFPH3","SEE1",2028,2.32834384138589
"REGION1","SEWIOFPH3","SEE1",2029,2.32834384138589
"REGION1","SEWIOFPH3","SEE1",2030,2.32834384138589
"REGION1","SEWIOFPH3","SEE1",2031,2.32834384138589
"REGION1","SEWIOFPH3","SEE1",2032,0.705558739813907
"REGION1","SEWIOFPH3","SEE1",2033,0.705558739813907
"REGION1","SEWIOFPH3","SEE1",2034,0.705558739813907
"REGION1","SEWIOFPH3","SEE1",2035,0.705558739813907
"REGION1","SEWIOFPH3","SEE1",2036,0.705558739813907
"REGION1","SEWIOFPH3","SEE1",2037,0.705558739813907
"REGION1","SEWIONPH3","SEE1",2015,43.171562821988
"REGION1","SEWIONPH3","SEE1",2016,43.171562821988
"REGION1","SEWIONPH3","SEE1",2017,43.171562821988
"REGION1","SEWIONPH3","SEE1",2018,43.171562821988
"REGION1","SEWIONPH3","SEE1",2019,43.171562821988
"REGION1","SEWIONPH3","SEE1",2020,43.171562821988
"REGION1","SEWIONPH3","SEE1",2021,43.171562821988
"REGION1","SEWIONPH3","SEE1",2022,43.154980558379
"REGION1","SEWIONPH3","SEE1",2023,42.8803718644101
"REGION1","SEWIONPH3","SEE1",2024,41.2498627170807
"REGION1","SEWIONPH3","SEE1",2025,40.9649201486887
"REGION1","SEWIONPH3","SEE1",2026,40.7124211395317
"REGION1","SEWIONPH3","SEE1",2027,40.5170388161389
"REGION1","SEWIONPH3","SEE1",2028,40.4147414701067
"REGION1","SEWIONPH3","SEE1",2029,40.2822435763422
"REGION1","SEWIONPH3","SEE1",2030,40.0346311279588
"REGION1","SEWIONPH3","SEE1",2031,39.7307030693478
"REGION1","SEWIONPH3","SEE1",2032,38.8478377203886
"REGION1","SEWIONPH3","SEE1",2033,35.5165651011642
"REGION1","SEWIONPH3","SEE1",2034,31.276392178039
"REGION1","SEWIONPH3","SEE1",2035,26.614292769752
"REGION1","SEWIONPH3","SEE1",2036,20.4529003870414
"REGION1","SEWIONPH3","SEE1",2037,14.8628350770808
"REGION1","SEWIONPH3","SEE1",2038,7.90885054763778
"REGION1","SEWIONPN3","SEE1",2015,5.6300294759836
"REGION1","SEWIONPN3","SEE1",2016,5.6300294759836
"REGION1","SEWIONPN3","SEE1",2017,5.6300294759836
"REGION1","SEWIONPN3","SEE1",2018,5.6300294759836
"REGION1","SEWIONPN3","SEE1",2019,5.6300294759836
"REGION1","SEWIONPN3","SEE1",2020,5.6300294759836
"REGION1","SEWIONPN3","SEE1",2021,5.6300294759836
"REGION1","SEWIONPN3","SEE1",2022,5.6300294759836
"REGION1","SEWIONPN3","SEE1",2023,5.6300294759836
"REGION1","SEWIONPN3","SEE1",2024,5.6300294759836
"REGION1","SEWIONPN3","SEE1",2025,5.6300294759836
"REGION1","SEWIONPN3","SEE1",2026,5.6300294759836
"REGION1","SEWIONPN3","SEE1",2027,5.6300294759836
"REGION1","SEWIONPN3","SEE1",2028,5.6300294759836
"REGION1","SEWIONPN3","SEE1",2029,5.6300294759836
"REGION1","SEWIONPN3","SEE1",2030,23.354869232256
"REGION1","SEWIONPN3","SEE1",2031,40.0616838377866
"REGION1","SEWIONPN3","SEE1",2032,44.8400105339499
"REGION1","SEWIONPN3","SEE1",2033,50.6364105441599
"REGION1","SEWIONPN3","SEE1",2034,57.3747760137444
"REGION1","SEWIONPN3","SEE1",2035,75.0996157700169
"REGION1","SEWIONPN3","SEE1",2036,85.0810747746112
"REGION1","SEWIONPN3","SEE1",2037,94.9791611597528
"REGION1","SEWIONPN3","SEE1",2038,107.171345085999
"REGION1","SEWIONPN3","SEE1",2039,124.896184842271
"REGION1","SEWIONPN3","SEE1",2040,136.99099512256
"REGION1","SEWIONPN3","SEE1",2041,154.715834878832
"REGION1","SEWIONPN3","SEE1",2042,165.522306354376
"REGION1","SEWIONPN3","SEE1",2043,183.247146110648
"REGION1","SEWIONPN3","SEE1",2044,198.488231154739
"REGION1","SEWIONPN3","SEE1",2045,216.213070911012
"REGION1","SEWIONPN3","SEE1",2046,220.451605606892
"REGION1","SEWIONPN3","SEE1",2047,224.694404442659
"REGION1","SEWIONPN3","SEE1",2048,228.941466863906
"REGION1","SEWIONPN3","SEE1",2049,233.193098568817
"REGION1","SEWIONPN3","SEE1",2050,237.44929899998
"REGION1","SEWIONPN3","SEE1",2051,239.920280872708
"REGION1","SEWIONPN3","SEE1",2052,242.383159271919
"REGION1","SEWIONPN3","SEE1",2053,244.839628121005
"REGION1","SEWIONPN3","SEE1",2054,250.88787244104
"REGION1","SEWIONPN3","SEE1",2055,250.887872441039
"REGION1","SEWIONPN3","SEE1",2056,251.905897591781
"REGION1","SEWIONPN3","SEE1",2057,254.065498599419
"REGION1","SEWIONPN3","SEE1",2058,260.460116888644
"REGION1","SEWIONPN3","SEE1",2059,265.257557753698
"REGION1","SEWIONPN3","SEE1",2060,265.257557753697
"REGION1","SEWS00X00","SEWS",2015,46.3043844497461
"REGION1","SEWS00X00","SEWS",2016,40.993619806419
"REGION1","SEWS00X00","SEWS",2017,36.7635811640203
"REGION1","SEWS00X00","SEWS",2018,34.1566642032739
"REGION1","SEWS00X00","SEWS",2019,38.6378271477397
"REGION1","SEWS00X00","SEWS",2020,37.5338639978429
"REGION1","SEWS00X00","SEWS",2021,34.4892247742963
"REGION1","SEWS00X00","SEWS",2022,28.5402200045455
"REGION1","SEWS00X00","SEWS",2023,31.9568489659357
"REGION1","SEWS00X00","SEWS",2024,93.4737033857934
"REGION1","SEWS00X00","SEWS",2025,167.67
"REGION1","SEWS00X00","SEWS",2026,167.721
"REGION1","SEWS00X00","SEWS",2027,167.772
"REGION1","SEWS00X00","SEWS",2028,167.823
"REGION1","SEWS00X00","SEWS",2029,167.874
"REGION1","SEWS00X00","SEWS",2030,167.925
"REGION1","SEWS00X00","SEWS",2031,165.89
"REGION1","SEWS00X00","SEWS",2032,163.854
"REGION1","SEWS00X00","SEWS",2033,161.818
"REGION1","SEWS00X00","SEWS",2034,159.782
"REGION1","SEWS00X00","SEWS",2035,157.747
"REGION1","SEWS00X00","SEWS",2036,155.118
"REGION1","SEWS00X00","SEWS",2037,152.49
"REGION1","SEWS00X00","SEWS",2038,149.862
"REGION1","SEWS00X00","SEWS",2039,147.234
"REGION1","SEWS00X00","SEWS",2040,144.606
"REGION1","SEWS00X00","SEWS",2041,143.817
"REGION1","SEWS00X00","SEWS",2042,143.028
"REGION1","SEWS00X00","SEWS",2043,142.24
"REGION1","SEWS00X00","SEWS",2044,141.451
"REGION1","SEWS00X00","SEWS",2045,140.663
"REGION1","SEWS00X00","SEWS",2046,138.859
"REGION1","SEWS00X00","SEWS",2047,137.055
"REGION1","SEWS00X00","SEWS",2048,135.251
"REGION1","SEWS00X00","SEWS",2049,133.447
"REGION1","SEWS00X00","SEWS",2050,131.643
"REGION1","SEWS00X00","SEWS",2051,129.405
"REGION1","SEWS00X00","SEWS",2052,127.205
"REGION1","SEWS00X00","SEWS",2053,125.043
"REGION1","SEWS00X00","SEWS",2054,122.917
"REGION1","SEWS00X00","SEWS",2055,120.827
"REGION1","SEWS00X00","SEWS",2056,118.532
"REGION1","SEWS00X00","SEWS",2057,116.28
"REGION1","SEWS00X00","SEWS",2058,114.07
"REGION1","SEWS00X00","SEWS",2059,111.903
"REGION1","SEWS00X00","SEWS",2060,109.777
"REGION1","SEWSCHPH2","SEE1",2015,9.91961482544827
"REGION1","SEWSCHPH2","SEE1",2016,9.91961482544827
"REGION1","SEWSCHPH2","SEE1",2017,9.91961482544827
"REGION1","SEWSCHPH2","SEE1",2018,9.91961482544827
"REGION1","SEWSCHPH2","SEE1",2019,9.91961482544827
"REGION1","SEWSCHPH2","SEE1",2020,9.91961482544827
"REGION1","SEWSCHPH2","SEE1",2021,9.16275053027131
"REGION1","SEWSCHPH2","SEE1",2022,8.86000481220053
"REGION1","SEWSCHPH2","SEE1",2023,8.86000481220053
"REGION1","SEWSCHPH2","SEE1",2024,8.05268289734511
"REGION1","SEWSCHPH2","SEE1",2025,6.30937213745417
"REGION1","SEWSCHPH2","SEE1",2026,6.30937213745417
"REGION1","SEWSCHPH2","SEE1",2027,6.30937213745417
"REGION1","SEWSCHPH2","SEE1",2028,5.16398417075304
"REGION1","SEWSCHPH2","SEE1",2029,4.43234868541531
"REGION1","SEWSCHPH2","SEE1",2030,4.27719150490404
"REGION1","SEWSCHPH2","SEE1",2031,3.39418316053092
"REGION1","SEWSCHPH2","SEE1",2032,3.39418316053092
"REGION1","SEWSCHPH2","SEE1",2033,3.19235268181706
"REGION1","SEWSCHPH2","SEE1",2034,2.95933939414191
"REGION1","SEWSCHPH2","SEE1",2035,2.42196574456627
"REGION1","SEWSCHPH2","SEE1",2036,2.42196574456627
"REGION1","SEWSCHPH2","SEE1",2037,1.97155945949463
"REGION1","SEWSCHPH2","SEE1",2038,1.41281335099699
"REGION1","SEWSSTPH1","SEE1",2015,0.0905083552982448
"REGION1","SEWSSTPH1","SEE1",2016,0.0905083552982448
"REGION1","SEWSSTPH1","SEE1",2017,0.0905083552982448
"REGION1","SEWSSTPH1","SEE1",2018,0.0905083552982448
"REGION1","SEWSSTPH1","SEE1",2019,0.0905083552982448
"REGION1","SEWSSTPH1","SEE1",2020,0.0905083552982448
"REGION1","SEWSSTPH1","SEE1",2021,0.0905083552982448
"REGION1","SEWSSTPH1","SEE1",2022,0.0905083552982448
"REGION1","SEWSSTPH1","SEE1",2023,0.0905083552982448
"REGION1","SEWSSTPH1","SEE1",2024,21.3641780678712
"REGION1","SEWSSTPH1","SEE1",2025,28.0829197278803
"REGION1","SEWSSTPH1","SEE1",2026,33.6475651532219
"REGION1","SEWSSTPH1","SEE1",2027,38.2816656629951
"REGION1","SEWSSTPH1","SEE1",2028,43.5459779149874
"REGION1","SEWSSTPH1","SEE1",2029,52.1356485248615
"REGION1","SEWSSTPH1","SEE1",2030,54.9518661921372
"REGION1","SEWSSTPH1","SEE1",2031,54.9518661921371
"REGION1","SEWSSTPH1","SEE1",2032,54.9518661921371
"REGION1","SEWSSTPH1","SEE1",2033,54.9518661921372
"REGION1","SEWSSTPH1","SEE1",2034,54.9518661921372
"REGION1","SEWSSTPH1","SEE1",2035,54.9518661921372
"REGION1","SEWSSTPH1","SEE1",2036,54.9518661921372
"REGION1","SEWSSTPH1","SEE1",2037,54.9518661921372
"REGION1","SEWSSTPH1","SEE1",2038,54.861357836839
"REGION1","SEWSSTPH1","SEE1",2039,54.861357836839
"REGION1","SEWSSTPH1","SEE1",2040,54.861357836839
"REGION1","SEWSSTPH1","SEE1",2041,54.6504381398248
"REGION1","SEWSSTPH1","SEE1",2042,54.3506182597527
"REGION1","SEWSSTPH1","SEE1",2043,54.0511783795286
"REGION1","SEWSSTPH1","SEE1",2044,53.7513584994566
"REGION1","SEWSSTPH1","SEE1",2045,53.4519186192324
"REGION1","SEWSSTPH1","SEE1",2046,52.7663988934404
"REGION1","SEWSSTPH1","SEE1",2047,52.0808791676482
"REGION1","SEWSSTPH1","SEE1",2048,51.3953594418562
"REGION1","SEWSSTPH1","SEE1",2049,50.7098397160641
"REGION1","SEWSSTPH1","SEE1",2050,50.024319990272
